content,catile
"A red egg.
A yellow egg.
A pink egg.
A purple egg.
An orange egg.
A green egg.
A blue egg.
A colorful egg.",15.0
"My family.
My candle.
My bread.
My toy.
My gift.
My candy.
My cookie.
My Hanukkah.",55.0
"The cat.
The monkey.
The frog.
The parrot.
The snake.
The butterfly.
The beetle.
The rainforest.",15.0
"The front cover.
The back cover.
The title.
The pages.
The words.
The letters.
The page number.
The book.",19.0
"The classroom.
The music room.
The art room.
The lunchroom.
The library.
The gym.
The playground.
The school.",15.0
"The carts.
The fruits.
The vegetables.
The bread.
The cereal.
The meat.
The eggs.
The checkout.",-7.0
"Some are red.
Some are green.
Some are yellow.
Cut the apples.
Cook the apples.
Mash the apples.
Add cinnamon?
Applesauce!",38.0
"Bananas sometimes look like hands.
Bananas sometimes look like boats.
Bananas sometimes look like pencils.
Bananas sometimes look like spiders.
Bananas sometimes look like telephones.
Bananas sometimes look like smiles.
Bananas sometimes look like frowns.
Bananas always look good to eat.",98.0
"I look like a flower.
I look like a bat.
I look like a clown.
I look like a superhero.
I look like a tiger.
I look like a pirate.
I look like a dragon.
What is this costume?",50.0
"My pet dinosaur can fetch.
My pet dinosaur can sit.
My pet dinosaur can shake hands.
My pet dinosaur can beg.
My pet dinosaur can lie down.
My pet dinosaur can roar.
My pet dinosaur can lick.
My pet dinosaur cannot hide.",61.0
"I like purple paint.
I paint my swing purple.
I paint the fence purple.
I paint the hose purple.
I paint my shoes purple.
I paint the grass purple.
I paint the door purple.
I paint my mom purple. Mom does not like purple paint.",65.0
"Water is all around us.
Water is in rivers.
Water is in lakes.
Water is in the ocean.
Water is in the sky.
Water is in the pool.
Water is under the ground.
Where do you see water?",42.0
"This house has pumpkins.
This house has bats.
This house has candles.
This house has webs.
This house has ghosts.
This house has fog.
This house has monsters.
This house has Mom!",-36.0
"A big house.
A big dog.
A big car.
A big bus.
A big plane.
A big tree.
A big elephant.
A big dinosaur.",-17.0
"The fox.
The elephant.
The giraffe.
The lion.
The zebra.
The ostrich.
The crocodile.
The plains.",47.0
"I pick up my ball.
I pick up my book.
I pick up my shoes.
I pick up my hat.
I pick up my teddy bear.
I pick up my cars.
I pick up my blanket.
My room is all picked up!",52.0
"The kids built a road.
The kids built a car.
The kids built a bus.
The kids built a house.
The kids built a school.
The kids built a park.
The kids built a store.
Look at what the kids built! The kids built a city.",25.0
"This bed is my bed.
This bed is your bed.
This food is my food.
This food is your food.
This tail is my tail.
This tail is your tail.
This room is my room.
This room is your room, too!",26.0
"Snow falls in the mountains.
Snow falls on the plains.
Snow falls in the forest.
Snow falls on the ocean.
Snow falls in the desert.
Snow falls in the winter.
Snow falls in the spring.
Snow falls from the clouds. We fall in the snow!",52.0
"In the day, you see the sky.
In the night, you can see space.
The stars are in space.
The Moon is in space.
Planets are in space.
Comets are in space.
Satellites are in space.
What do you see in space?",101.0
"This smells so sour.
This smells so sweet.
This smells so old.
This smells so new.
This smells so dirty.
This smells so clean.
This smells so bad.
This smells so good.",-20.0
"My shovel.
My dirt.
My hoe.
My rows.
My seeds.
My hose.
My plants.
My garden.",31.0
"Rain on fairies.
Rain on flowers.
Rain on bugs.
Rain on leaves.
Rain on rocks.
Rain on animals.
Rain on water.
Rain on roofs.",-8.0
"The sunshine.
The rain.
The beach.
The swimsuit.
The ball.
The flowers.
The garden.
The summer.",-13.0
"The ocean.
The waves.
The beach.
The rocks.
The cliff.
The birds.
The lighthouse.
The coast.",-18.0
"We like to play tag.
We like to play baseball.
We like to play soccer.
We like to play dress-up.
We like to play house.
We like to play hide-and-seek.
We like to play video games.
But we do not play with fire.",104.0
"I am a doctor.
I am a nurse.
I am a firefighter.
I am a police officer.
I am a pilot.
I am a vet.
I am a construction worker.
I am a teacher.",79.0
"Ten cats have ten bows.
Ten boys have ten jugs.
Ten trees have ten crows.
Ten girls have ten bugs.
Ten dogs have ten noses.
Ten dads have ten mugs.
Ten plants have ten roses.
Ten moms give ten hugs.",57.0
"I open the door. You close the door.
I open the window. You close the window.
I open the drawer. You close the drawer.
I open the box. You close the box.
I open the book. You close the book.
I open the jar. You close the jar.
I open the cage.
Quick, quick! Close the cage!",60.0
"My friends.
My bag.
My milk.
My noodles.
My carrots.
My cookie.
My napkin.
My lunch!",21.0
"My mother.
My father.
My brother.
My sister.
My grandfather.
My grandmother.
Me.
My family and me.",51.0
"Dogs bark.
Cats meow.
Cows moo.
Pigs oink.
Birds chirp.
Ducks quack.
Snakes hiss.
Bees buzz.
Lions roar.
Dads snore.",84.0
"Mud is for my shoes.
Ketchup is for my shirt.
Oil is for my fingers.
Grass is for my pants.
Paint is for my hat.
Dirt is for my socks.
Hay is for my hair.
Clean is not for me!",60.0
"We drive on Thanksgiving.
We visit family on Thanksgiving.
We watch football on Thanksgiving.
We play games on Thanksgiving.
We cook on Thanksgiving.
We eat on Thanksgiving.
We clean up on Thanksgiving.
We sleep on Thanksgiving.",56.0
"We can put on a show.
We can sing in our show.
We can dance in our show.
We can act in our show.
We can juggle in our show.
We can take bows in our show.
We can be stars in our show!
All we need is you.",126.0
"This shop sells bread.
This shop sells fish.
This shop sells flowers.
This shop sells meat.
This shop sells cheese.
This shop sells fruit.
This shop sells vegetables.
So many shops sell so many things!",58.0
"Rooster slept too long today.
So Sun woke up Rat.
So Rat woke up Cat.
So Cat woke up Dog.
So Dog woke up Cow.
So Cow woke up Horse.
So Horse woke up Farmer.
So Farmer woke up Rooster!",64.0
"All ladybugs are insects.
Some ladybugs are red. Some ladybugs are yellow.
Some ladybugs are orange. Some ladybugs are other colors.
Some ladybugs have spots.
Some ladybugs have stripes.
Some ladybugs have just one color.
Some ladybugs eat other insects. Some ladybugs eat plants.
All ladybugs have wings.",85.0
"A foot wears a shoe.
A chest wears a shirt.
A waist wears a belt.
A finger wears a ring.
A wrist wears a watch.
A head wears a hat.
A face wears a smile.
A heart wears love!",52.0
"I see eight bugs.
I see seven ducks.
I see six frogs.
I see five turtles.
I see four fish.
I see three worms.
I see two swans.
I see one pond.",19.0
"The cow is in a car.
The pig is on a bike.
The goat is in a boat.
The dog is on a train.
The bird is on skates.
The duck is in a plane.
The cat is on a horse.
Go animals go.",96.0
"Many animals live in the Gobi Desert.
Camels live in the Gobi.
Eagles live in the Gobi.
Grasshoppers live in the Gobi.
Horses live in the Gobi.
Goats live in the Gobi.
Wolves live in the Gobi.
Lizards live in the Gobi.",40.0
"This lion is near.
That lion is far away.
This owl is near.
That owl is far away.
This wolf is near.
That wolf is far away.
This deer is near.
That deer is far away.",78.0
"A dog is in a house.
A cow is in a barn.
A pig is in the mud.
A chicken is in the hay.
A goat is in a field.
A duck is on a pond.
A sheep is on a hill.
Animals are on a farm.",99.0
"Sophie sniffs the long leash.
Sophie sniffs the cut grass.
Sophie sniffs the fat cat.
Sophie sniffs the fresh pie.
Sophie sniffs the jumpy mailman.
Sophie sniffs the hot steak.
Sophie sniffs the big skunk.
Sophie sniffs the new friend.",112.0
"I walk to the bus stop.
I wait for the bus.
I see the bus come.
I get on the bus.
I pay for the bus ride.
I ride on the bus.
I get off the bus.
I walk the rest of the way to school.",102.0
"We see a new forest path.
We see big trees by the path.
We see small bugs by the path.
We see green moss by the path.
We see brown birds by the path.
We see old leaves by the path.
We see new flowers by the path.
We see our dog by the path.",90.0
"Wally got his tie wet.
Wally got his pants wet.
Wally got his work wet.
Wally got his lunch wet.
Wally got his face wet.
Wally got his phone wet.
Wally got his shoes wet.
Wally gave up and went swimming.",55.0
"What animal has this tail?
A pig has this curly tail.
What animal has this tail?
A horse has this long tail.
What animal has this tail?
A rabbit has this short tail.
What animal has no tail?
A person has no tail.",135.0
"In fall, things turn orange. In fall, pumpkins turn orange.
In fall, the moon turns orange.
In fall, things turn red. In fall, apples turn red.
In fall, leaves turn red.
In fall, things turn brown. In fall, grass turns brown.
In fall, things turn yellow. In fall, corn turns yellow.
In fall, things turn white. In fall, frost turns things white.
In fall, things turn many colors!",80.0
"I can count ten ants.
You can count ten butterflies.
I can count ten flies.
You can count ten fleas.
I can count ten grubs.
You can count ten ladybugs.
I can count ten beetles.
You can count ten crickets.
I can count ten slugs.
We can count ten hungry spiders.",72.0
"This is a potato.
This is broccoli.
This is lettuce.
This is corn.
This is a chile pepper.
This is cabbage.
These are carrots.
These are vegetables.",81.0
"Six shirts.
Six pants.
Six dresses.
Six shorts.
Six socks.
Six coats.
Six gloves.
Six hats.",29.0
"It is time for breakfast.
It is time for the bus.
It is school time.
It is time for reading.
It is recess time.
It is time for math.
It is time for lunch.
It is music time.
It is time for science.
It is time for home!",105.0
"Time to wear the soccer uniform.
Time to tie the soccer cleats.
Time to greet the soccer team.
Time to plan the soccer game.
Time to throw the soccer ball.
Time to pass the soccer ball.
Time to kick the soccer ball.
Time to score a goal!",78.0
"I brush my teeth twice a day.
I brush my teeth with toothpaste.
I brush my teeth for two minutes.
I brush my teeth in the front.
I brush my teeth in the back.
I brush my teeth on the top.
I brush my teeth on the bottom.
Brushing my teeth is fun!",59.0
"“Who?” said the little owl.
“Who wants to fly with me?”
“Who wants to hunt with me?”
“Who wants to play with me?”
“Who wants to read with me?”
“Who wants to sing with me?”
“Who wants to eat with me?”
“I do,” said the big alligator. “No way,” said the little owl.",112.0
"Fred sees a bed.
Fred sees a hat.
Fred sees a toy.
Fred sees a picture.
Fred sees a lamp.
Fred sees a cat.
Fred sees a book.
Fred sees a friend.",-34.0
"I love the Earth.
I love the tall trees.
I love the bright flowers.
I love the green hills.
I love the high mountains.
I love the long rivers.
I love the deep lakes.
I love the big oceans.
I love the dry deserts.
I love the Earth!",85.0
"There were three baby birds.
The baby birds grew and grew.
One baby bird flew away.
Two baby birds grew and grew.
One baby bird flew away.
The last baby bird grew and grew.
The last baby bird flew away.
The mama bird could rest.",117.0
"Allie and Ollie are dogs.
Allie and Ollie are sisters.
Allie and Ollie think they are people.
Allie and Ollie sit like people.
Allie and Ollie eat like people.
Allie and Ollie run like people.
Allie and Ollie sleep like people.
But Allie and Ollie chase cats just like dogs!",95.0
"My tub.
My water.
My bubbles.
My toys.
My soap.
My shampoo.
My towel.
My bath.",15.0
"My dress.
My hat.
My basket.
My eggs.
My candy.
My flowers.
My family.
My Easter.",41.0
"The gifts.
The flowers.
The cookies.
The balloons.
The candy.
The bear.
The chocolates.
The valentine.",17.0
"Drop the slipper, Gus.
Drop the keys, Gus.
Drop the burger, Gus.
Drop the hat, Gus.
Drop the doll, Gus.
Drop the cat, Gus.
Drop the paper, Gus.
Good dog, Gus!",-3.0
"The Sun pops up.
The flowers pop out.
The worms pop up.
The plants pop up.
The leaves pop out.
The birds pop out.
The animals pop out.
Spring pops out everywhere. Pop, pop, pop.",76.0
"This dog is heavy. I cannot lift it.
This dog is light. I can lift it.
This rock is heavy. I cannot lift it.
This rock is light. I can lift it.
This log is heavy. I cannot lift it.
This stick is light. I can lift it.
Dad is heavy. I cannot lift him.
I am light. Dad can lift me!",106.0
"There were two little dicky birds.
They met on a hill.
One was named Jack.
The other was named Jill.
Fly away, Jack!
Fly away, Jill!
Come back, Jack!
Come back, Jill!",65.0
"Can the boy get in? Yes, he can.
Can the girl get in? Yes, she can.
Can the man get in? Yes, he can.
Can the woman get in? Yes, she can.
Can the duck get in? Yes, it can.
Can the dog get in? Yes, it can.
Can the pig get in? Yes, it can.
Can the elephant get in? No, it cannot.",120.0
"Many things have wheels. Wheels help things move.
Some things have one wheel.
Some things have two wheels.
Some things have three wheels.
Some things have four wheels.
Some things have many wheels.
These things have many wheels, too.
Some things have no wheels. How do these things move?",38.0
"Make star cookies.
Make bell cookies.
Make snowflake cookies.
Make tree cookies.
Make flower cookies.
Make snowman cookies.
Make candle cookies.
Make Santa cookies!",91.0
"Caution. Watch for ducks.
Caution. Watch for cattle.
Caution. Watch for deer.
Caution. Watch for moose.
Caution. Watch for kangaroos.
Caution. Watch for elephants.
Caution. Watch for monkeys.
Caution. Watch for turtles.
Caution. Watch for chickens.
Caution. Watch for animals.",120.0
"We clean on game day.
We dress up on game day.
We see friends on game day.
We paint faces on game day.
We eat snacks on game day.
We watch football on game day.
We cheer on game day.
We play football on game day!",78.0
"All penguins are birds.
Some penguins are in cold places.
All penguins are birds. Some penguins are in warm places.
All penguins are birds. Some penguins are black and white.
All penguins are birds. Some penguins are blue and white.
All penguins are birds. Some penguins are little.
All penguins are birds. Some penguins are big.
All penguins cannot fly. All penguins swim well.",103.0
